,name,tags
489,Редактор-аналитик,"['Английский\xa0— B2 — Средне-продвинутый', 'Редактирование', 'Написание статей', 'Письменный перевод', 'Редакторская деятельность', 'Грамотность', 'Интервьюирование']"
490,Head of PR,"['Анализ PR стратегии конкурентов', 'Организация мероприятий', 'Наличие контактов с журналистами', 'Аналитическое мышление', 'Анализ бизнес показателей']"
491,Link Builder в отдел SEO,"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Грамотность', 'HTML', 'Linkbuilder']"
492,Project / Event manager,"['Организаторские навыки', 'Контакты с журналистами', 'Работа в команде', 'Стремление развиваться', 'Общественные организации', 'Умение работать в условиях многозадачности', 'Формирование пула лояльных СМИ', 'Электронные СМИ', 'Анализ PR стратегии конкурентов', 'Анализ эффективности PR', 'Федеральные СМИ', 'GR', 'PR', 'Умение организовать работу']"
493,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Пользователь ПК', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Копирайтинг', 'SEO', 'VK', 'Telegram', 'Написание сценариев', 'Сценарии', 'Редактирование текстов', 'Квесты', 'Экскурсии', 'Проведение праздников', 'Творческое мышление', 'Google Drive', 'Google Documents', 'Экскурсионный туризм', 'Гайдинг']"
494,"Продавец-кассир (Казань, Журналистов, 7)",[]
495,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Пользователь ПК', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Копирайтинг', 'SEO', 'VK', 'Telegram', 'Написание сценариев', 'Сценарии', 'Редактирование текстов', 'Квесты', 'Экскурсии', 'Проведение праздников', 'Творческое мышление', 'Google Drive', 'Google Documents', 'Экскурсионный туризм', 'Гайдинг']"
496,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Пользователь ПК', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Копирайтинг', 'SEO', 'VK', 'Telegram', 'Написание сценариев', 'Сценарии', 'Редактирование текстов', 'Квесты', 'Экскурсии', 'Проведение праздников', 'Творческое мышление', 'Google Drive', 'Google Documents', 'Экскурсионный туризм', 'Гайдинг']"
497,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Пользователь ПК', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Копирайтинг', 'SEO', 'VK', 'Telegram', 'Написание сценариев', 'Сценарии', 'Редактирование текстов', 'Квесты', 'Экскурсии', 'Проведение праздников', 'Творческое мышление', 'Google Drive', 'Google Documents', 'Экскурсионный туризм', 'Гайдинг']"
498,SEO журналист,"['Грамотность', 'Грамотная речь', 'Написание статей', 'Опытный пользователь ПК', 'Составление семантического ядра', 'SEO оптимизация', 'Логическое мышление', 'Внешняя оптимизация сайта', 'Внутренняя оптимизация сайта', 'Работа с большим объемом информации', 'Поиск информации в интернет', 'Internet', 'WEB аналитика', 'Веб-аналитика', 'Аудит поисковой видимости сайта', 'Поисковая оптимизация мобильного приложения', 'Поисковая оптимизация мобильной версии сайта', 'Яндекс.Директ', 'Яндекс.Метрика', 'Google AdWords']"
499,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Грамотная речь', 'Написание текстов', 'Копирайтинг', 'Написание сценариев', 'сценарии', 'квесты', 'Редактирование текстов', 'Написание рассказов', 'гайдинг', 'Экскурсионный туризм', 'Проведение праздников', 'Экскурсии', 'Творческое мышление', 'google drive']"
500,Senior Digital Designer,"['Adobe Photoshop', 'Adobe After Effect', 'Adobe Illustrator', 'Креативность']"
501,Редактор (со знанием китайского языка),"['Китайский\xa0— C2 — В совершенстве', 'Китайский язык']"
502,Team Lead Digital Designer,"['Adobe Photoshop', 'Adobe After Effect', 'Adobe Illustrator', 'Креативность']"
503,SMM специалист,"['Грамотность', 'Работа в команде', 'Управление проектами', 'Копирайтинг', 'Написание текстов', 'Креативность', 'Деловая переписка', 'Высокая скорость печати', 'Работа с большим объемом информации', 'Web-дизайн', 'Видеосъемка', 'Предметная фотосъемка', 'Social Media Marketing', 'SMM', 'Ведение групп в социальных сетях', 'Социальные сети', 'Canva', 'Аудит SMM', 'Умение работать в команде']"
504,PBN-специалист,"['Английский\xa0— C1 — Продвинутый', 'CMS Wordpress', 'CSS', 'HTML', 'SEO', 'Английский язык', 'PBN', 'SEO оптимизация', 'Многозадачность', 'Работа с доменами', 'Создание сайтов', 'внутренний аудит сайта', 'внешний аудит сайта', 'Управление проектами', 'Работа с большим объемом информации']"
505,Team Lead UI/UX Designer of web team,"['UX', 'Adobe Photoshop', 'UI', 'Web-дизайн']"
506,PBN-специалист,"['Английский\xa0— C1 — Продвинутый', 'CMS Wordpress', 'CSS', 'HTML', 'SEO', 'Английский язык', 'PBN', 'SEO оптимизация', 'Многозадачность', 'Работа с доменами', 'Создание сайтов', 'внутренний аудит сайта', 'внешний аудит сайта', 'Управление проектами', 'Работа с большим объемом информации']"
507,Контент-менеджер,"['Английский\xa0— A1 — Начальный', 'HTML', 'Копирайтинг', 'CSS', 'Adobe Photoshop', 'CMS Wordpress', 'SEO', 'Интернет-реклама', 'Креативность', 'Наполнение контентом', 'SEO-копирайтинг', 'SEO оптимизация', 'MS PowerPoint', 'Joomla CMS', '1С-Битрикс']"
508,Младший специалист отдела контекстной рекламы,"['Аналитический склад ума', 'Аналитическое мышление', 'Работа с большим объемом информации', 'Internet Marketing', 'Интернет-реклама', 'Анализ', 'Ориентация на результат', 'Контекстная реклама', 'MS Excel', 'Google AdWords']"
509,Младший специалист отдела контекстной рекламы / Стажер PPC,"['Аналитический склад ума', 'Аналитическое мышление', 'Работа с большим объемом информации', 'Internet Marketing', 'Интернет-реклама', 'Анализ', 'Ориентация на результат', 'Контекстная реклама', 'MS Excel', 'Google AdWords']"
510,Product Manager / Менеджер продукта,"['Менеджер продукта', 'product owner', 'Product Management', 'Управление продуктом']"
511,Product Manager / Менеджер продукта,"['Менеджер продукта', 'product owner', 'Product Management', 'Управление продуктом']"
512,Team Lead Creative Designer,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe After Effect', 'Графический дизайн', 'Дизайн']"
513,Специалист отдела контекстной рекламы,"['Google AdWords', 'Google Sheets', 'Google Analytics', 'Аналитическое мышление', 'Работа с большим объемом информации', 'MS Excel', 'оптимизация рекламных кампаний', 'Ориентация на результат', 'Анализ', 'Internet Marketing', 'Интернет-реклама', 'Google Ads']"
514,Senior SEO-специалист,"['SEO', 'Английский язык', 'Продвижение сайтов', 'CSS', 'Внешняя оптимизация сайта', 'SEO оптимизация', 'HTML', 'Зарубежные поисковые системы', 'Key Collector']"
515,Senior SEO-специалист,"['SEO', 'Английский язык', 'Продвижение сайтов', 'CSS', 'Внешняя оптимизация сайта', 'SEO оптимизация', 'HTML', 'Зарубежные поисковые системы', 'Key Collector']"
516,Senior SEO-специалист,"['SEO', 'Английский язык', 'Продвижение сайтов', 'CSS', 'Внешняя оптимизация сайта', 'SEO оптимизация', 'HTML', 'Зарубежные поисковые системы', 'Key Collector']"
517,Проектный менеджер,"['Управление проектами', 'Организация мероприятий', 'Ведение переговоров', 'Документальное сопровождение', 'Event Management', 'Организаторские навыки', 'Деловая коммуникация', 'Многозадачность', 'Готовность к командировкам', 'Проектная деятельность', 'Контакты с журналистами', 'Умение организовать работу', 'Желание работать и развиваться', 'Ответственность и пунктуальность']"
518,PBN-специалист,"['Английский\xa0— C1 — Продвинутый', 'CMS Wordpress', 'CSS', 'HTML', 'SEO', 'Английский язык', 'PBN', 'SEO оптимизация', 'Многозадачность', 'Работа с доменами', 'Создание сайтов', 'внутренний аудит сайта', 'внешний аудит сайта', 'Управление проектами', 'Работа с большим объемом информации']"
519,Начальник пресс-центра,"['Публичные выступления', 'Анализ PR стратегии конкурентов', 'Взаимодействие с телевидением', 'Антикризисные коммуникации', 'Коммуникации с инвесторами']"
520,Продавец-консультант (менеджер торгового зала),[]
521,Руководитель PR-отдела,"['Английский\xa0— B1 — Средний', 'Организация пресс-конференций', 'Написание текстов', 'Наличие контактов с журналистами', 'Анализ PR стратегии конкурентов', 'Работа со СМИ', 'многозадачность', 'самоорганизация', 'пунктуальность', 'MS PowerPoint', 'Социальные сети', 'Журналистика', 'Грамотность']"
522,Шеф-редактор,"['Редакторская деятельность', 'Редактирование', 'Грамотность', 'Написание текстов', 'Написание статей']"
523,Руководитель редакционного направления,"['Знание книжного рынка', 'Управление проектами', 'Организаторские навыки', 'Управленческие навыки', 'Деловая коммуникация']"
524,Управляющий менеджер по взаимодействию со СМИ (АНО Академия ПСБ),"['Работа со СМИ', 'Грамотная речь', 'Написание текстов', 'Взаимодействие со СМИ', 'Написание пресс-релизов', 'Мониторинг СМИ']"
525,Пресс-секретарь,"['Организация пресс-конференций', 'Написание текстов', 'Формирование пула лояльных СМИ', 'PR первых лиц компании', 'PR']"
526,SMM-менеджер,[]
527,Frontend-разработчик / HTML-верстальщик (удаленно),"['JavaScript', 'CSS3', 'HTML5', 'jQuery', 'Кроссбраузерная верстка', 'Figma', 'Оптимизация кода', 'ReactJS', 'Адаптивная верстка', 'Bootstrap']"
528,Маркетолог,"['Написание текстов', 'Грамотная речь', 'Копирайтинг', 'Написание статей', 'Грамотность', 'Организаторские навыки', 'Организация мероприятий', 'Написание рекламных статей', 'Наполнение контентом', 'Креативность', 'Контакты с журналистами', 'Создание презентационных материалов о компании', 'Проведение мероприятий']"
529,Специалист по маркетингу и рекламе,"['Организация мероприятий', 'Креативность', 'Реклама', 'Подготовка презентаций']"
530,Заместитель руководителя PR службы,"['Написание пресс-релизов', 'PR', 'Написание текстов', 'Грамотность', 'Написание статей', 'Разработка PR стратегии', 'Грамотная речь']"
531,Пресс-секретарь,"['Написание текстов', 'Организация пресс-конференций', 'Наличие контактов с журналистами', 'Формирование пула лояльных СМИ', 'PR первых лиц компании']"
532,Бильд-редактор,"['Adobe Photoshop', 'Adobe Illustrator', 'Фотография', 'Грамотная речь', 'Figma', 'Контакты с журналистами', 'Обработка фотографий', 'Обработка фото']"
533,Начальник отдела внутрикорпоративных коммуникаций,"['Внутренние коммуникации', 'Adobe Photoshop', 'Креативность', 'Корпоративные мероприятия', 'Грамотность']"
534,Output editor,"['Грамотная речь', 'English', 'Writing Skills', 'Работа с компьютером', 'Phone Calls']"
535,Специалист отдела по связям с общественностью в ЖКХ,"['Грамотная речь', 'Написание текстов', 'Грамотность', 'Написание пресс-релизов', 'Подготовка презентаций']"
536,Senior Motion Designer,"['Motion Design', 'Adobe After Effect', 'Cinema 4D', 'Adobe Illustrator', 'Креативность']"
537,"Видеооператор в Телекомпанию, ""Фортуна-ТВ""","['Пользователь ПК', 'Грамотная речь', 'Грамотность', 'Поиск информации в интернет', 'Телевидение', 'Материальная ответственность', 'Желание обучаться', 'Тележурналистика', 'Репортаж', 'Журналистские расследования', 'Съемочный процесс']"
538,Редактор-оператор транспортного чат-бота,"['Грамотность', 'Грамотная речь', 'Работа в команде', 'Работа с большим объемом информации', 'Работа с базами данных']"
539,Senior SEO-специалист,"['SEO', 'Английский язык', 'Продвижение сайтов', 'CSS', 'Внешняя оптимизация сайта', 'SEO оптимизация', 'HTML', 'Зарубежные поисковые системы', 'Key Collector']"
540,Senior VFX-Designer,"['Motion Design', 'Adobe After Effect', 'Cinema 4D', 'Adobe Illustrator', 'Креативность']"
541,Lead UX / UI Product designer,"['Английский\xa0— B2 — Средне-продвинутый', 'Figma', 'UX', 'UI', 'Scrum', 'UI/UX', 'Дизайн интерфейсов', 'Usability']"
542,Менеджер по продажам 63.RU,[]
543,Head of Public Relations Department,"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Teamplayer', 'PR', 'MS PowerPoint', 'Brand Management', 'Presentation skills', 'Strategic Marketing', 'Business communication', 'Corporate Communications', 'Creative Writing', 'PR-консультирование']"
544,Product Manager / Менеджер продукта,"['Менеджер продукта', 'product owner', 'Product Management', 'Управление продуктом']"
545,Маркетолог,"['Adobe Photoshop', 'Пользователь ПК', 'Работа в команде', 'Фотография', 'Фотомонтаж']"
546,Lead QA Engineer,"['SQL', 'XML', 'Функциональное тестирование', 'Atlassian Jira', 'Test case', 'интеграционное тестирование', 'Postman', 'Android', 'iOS', 'регрессивное тестирование', 'UI', 'API', 'Нагрузочное тестирование', 'json']"
547,Backend Developer PHP,"['PHP', 'Git', 'MySQL', 'NoSQL', 'Docker', 'CI/CD', 'API', 'СУБД', 'Redis', 'ClickHouse', 'WebSocket', 'Node.js', 'RabbitMQ', 'Yii 2']"
548,PR-директор штаба и депутата ГосДумы,"['Организаторские навыки', 'Контакты с журналистами', 'Работа в команде', 'Стремление развиваться', 'Общественные организации', 'Умение работать в условиях многозадачности', 'Формирование пула лояльных СМИ', 'Электронные СМИ', 'Анализ PR стратегии конкурентов', 'Анализ эффективности PR', 'Федеральные СМИ', 'GR', 'PR', 'Умение организовать работу']"
549,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Пользователь ПК', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Копирайтинг', 'SEO', 'VK', 'Telegram', 'Написание сценариев', 'Сценарии', 'Редактирование текстов', 'Квесты', 'Экскурсии', 'Проведение праздников', 'Творческое мышление', 'Google Drive', 'Google Documents', 'Экскурсионный туризм', 'Гайдинг']"
550,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Грамотная речь', 'Написание текстов', 'Копирайтинг', 'Написание сценариев', 'сценарии', 'квесты', 'Редактирование текстов', 'Написание рассказов', 'гайдинг', 'Экскурсионный туризм', 'Проведение праздников', 'Экскурсии', 'Творческое мышление', 'google drive', 'экскурсии']"
551,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Грамотная речь', 'Написание текстов', 'Копирайтинг', 'SEO', 'instagram', 'vk', 'facebook', 'telegram', 'Написание сценариев', 'сценарии', 'Редактирование текстов', 'квесты', 'Проведение праздников', 'Творческое мышление', 'google drive', 'Написание рассказов', 'Экскурсионный туризм', 'гайдинг', 'Пользователь ПК', 'WhatsApp', 'экскурсии']"
552,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Пользователь ПК', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Копирайтинг', 'SEO', 'VK', 'Telegram', 'Написание сценариев', 'Сценарии', 'Редактирование текстов', 'Квесты', 'Экскурсии', 'Проведение праздников', 'Творческое мышление', 'Google Drive', 'Google Documents', 'Экскурсионный туризм', 'Гайдинг']"
553,Гид-экскурсовод / Сценарист-писатель (Автор квестов),"['Грамотная речь', 'Написание текстов', 'Копирайтинг', 'SEO', 'instagram', 'vk', 'facebook', 'telegram', 'Написание сценариев', 'сценарии', 'Редактирование текстов', 'квесты', 'Проведение праздников', 'Творческое мышление', 'google drive', 'Написание рассказов', 'Экскурсионный туризм', 'гайдинг', 'Пользователь ПК', 'WhatsApp', 'экскурсии']"
554,Графический дизайнер/SMM менеджер,"['Написание статей', 'Написание текстов', 'PR', 'Журналистика', 'Социальные сети', 'SMM', 'Рерайтинг', 'Ведение групп в социальных сетях', 'Копирайтинг', 'Грамотность', 'Adobe Photoshop', 'Наполнение контентом']"
555,Редактор-переводчик (португальский язык),"['Португальский\xa0— C1 — Продвинутый', 'Английский\xa0— C1 — Продвинутый', 'Написание текстов', 'Перевод', 'проведение интервью', 'Написание новостей', 'Ведение групп в социальных сетях']"
556,Сopywriter (IT\telecom),"['Английский\xa0— C2 — В совершенстве', 'Английский язык', 'Marketing Communication', 'Creative Writing', 'Marketing Analysis', 'Business English']"
557,Менеджер по PR и рекламе (IT направление),"['Английский язык', 'Грамотная речь', 'Работа в команде', 'Организаторские навыки', 'Организация мероприятий']"
558,Head of PR and influence,[]
559,"Руководитель продукта (IT, CEO, CCO, CPO)","['Управление проектами', 'Системное мышление', 'Бизнес-анализ', 'Командообразование', 'Управление процессами', 'Разработка продукта', 'Конкурентная аналитика', 'Федеральные бренды', 'Аналитическое мышление', 'Расстановка приоритетов', 'Стратегическое мышление', 'Работа в условиях многозадачности', 'Гибкость мышления', 'коммерческая стратегия', 'Стратегия Развития', 'Инвестиционное планирование', 'Коммуникации с инвесторами']"
560,Специалист по привлечению инвестиций в социальный медиапроект,"['Работа в команде', 'Деловое общение', 'Деловая коммуникация', 'Коммуникабельность']"
561,"Менеджер по привлечению инвесторов, спонсоров / Фандрайзер в проект «Подвиги»","['Работа в команде', 'Организаторские навыки', 'Грамотная речь', 'Деловое общение', 'Коммуникабельность', 'Коммуникации с инвесторами', 'Деловая коммуникация']"
562,Менеджер по маркетингу и PR,"['Продвижение бренда', 'PR', 'Английский — B2 — Средне-продвинутый', 'Adobe Photoshop', 'Social Media Marketing', 'оформление документации']"
563,Маркетолог / Специалист по контекстной рекламе / Директолог,"['Google AdWords', 'Контекстная реклама', 'Яндекс.Директ', 'Яндекс.Метрика', 'Google Analytics', 'Интернет маркетинг', 'Веб-аналитика', '1С-Битрикс', 'HTML', 'Составление семантического ядра']"
564,Директор по маркетингу / Fashion,"['Продвижение бренда', 'Планирование маркетинговых кампаний', 'Маркетинговые коммуникации', 'B2C маркетинг', 'Креативность', 'Разработка маркетинговой стратегии', 'Retail', 'Управление бюджетом']"
565,Видеограф (фото и видеосъёмка),"['Видеосъемка', 'Репортажная фотосъемка', 'Рекламная съемка', 'Видео', 'Фотограф', 'Ретушёр', 'Монтаж', 'Фото', 'Видеомонтаж', 'Обработка видео', 'Обработка изображений']"
566,Маркетолог FRESCO,"['Организация мероприятий', 'Креативность', 'Продвижение бренда', 'Cоциальный маркетинг']"
567,Начальник пресс-службы,"['Копирайтинг', 'Креативность', 'Написание текстов', 'Деловая коммуникация', 'Аудит SMM']"
568,Офис-менеджер/менеджер по продажам строительных материалов,[]
569,"Директор по маркетингу и PR (IT, CMO)","['Стрессоустойчивость', 'PR', 'Анализ PR стратегии конкурентов', 'Федеральные бренды', 'Управление процессами', 'Стратегическое мышление', 'Аналитическое мышление', 'Маркетинговый анализ', 'Разработка маркетинговой стратегии', 'Маркетинговое планирование', 'Планирование рекламных кампаний', 'Анализ данных', 'Креативность', 'Маркетинг', 'Cоциальный маркетинг', 'Медиа-мониторинг', 'Вирусный маркетинг', 'Маркетинговые исследования', 'Продвижение бренда', 'Стратегический маркетинг', 'Управление бюджетом', 'Запуск федеральных рекламных кампаний', 'Коммуникации с инвесторами']"
570,Помощник пресс-секретаря,[]
571,Специалист по продвижению мобильных приложений/ ASO Manager,[]
572,"Маркетолог (реклама, SMM, PR)","['Копирайтинг', 'Написание текстов', 'Грамотность', 'Наполнение контентом', 'Грамотная речь', 'B2B маркетинг', 'SEO-копирайтинг', 'SMM', 'Работа с большим объемом информации', 'Креативность', 'Продвижение сайтов', 'Работа со СМИ', 'Социальные сети', 'Творческое мышление', 'Битрикс24', 'Закупка рекламных материалов', 'Контекстная реклама']"
573,"Менеджер по маркетингу, рекламе и PR (Москва)","['PR', 'Продвижение бренда', 'Маркетинговые коммуникации', 'Ребрендинг', 'Производство рекламных материалов', 'Участие в профессиональных выставках', 'Планирование маркетинговых кампаний', 'Организация мероприятий', 'Написание текстов', 'Реклама', 'Маркетинговый анализ', 'Интернет-реклама', 'Организаторские навыки', 'Написание статей', 'Английский язык']"
574,Главный специалист по взаимодействию со СМИ,[]
575,Ведущий игры Мафия,[]
576,Ведущий игры Мафия,"['Коммуникабельность', 'Грамотная речь', 'Вовлеченность', 'Харизматичность', 'Актерское мастерство', 'Многозадачность', 'Дружелюбность']"
